ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	TWN_CHI	Indonesian	PER	HEB
MMI-0052	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control		UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control						UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control												N/A	UVO Smart Control	UVO Smart Control
MMI-0053	UVO 개통	Activate UVO	Activar UVO	Activer UVO	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)		N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)						N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)												N/A	N/A(NA Only)	N/A(NA Only)
MMI-0054	UVO 계정 연동	Link UVO Account	Asociar cuenta de UVO	Associer compte UVO	Vincular conta UVO	连接 UVO 帐户	UVOアカウント連動	Connect UVO account	Connect UVO account	<N/A>	Associer compte UVO	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	اتصال حساب UVO												Tautkan Akun UVO	<N/A>	<N/A>
MMI-0055	UVO 고객 센터	UVO Call Center	Centro de llamadas UVO	Centre d'appels UVO	Centro de chamadas UVO	UVO 中心	N/A	UVO Centre	UVO Centre	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)		N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)						N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)												Pusat Panggilan UVO	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)
MMI-0056	UVO 설정	UVO Settings	Ajustes de UVO	Réglages UVO	N/A(KO/NA/CH Only)	UVO 设置	UVO設定	UVO settings	UVO settings	UVO Einstellungen	Paramètres UVO	Impostazioni UVO	Ajustes UVO	Definições de UVO		UVO-instellingen	UVO-indstillinger	UVO inställningar	UVO-innstillinger	Ustawienia UVO	Nastavení UVO	Nastavenia UVO	Настройки UVO						UVO-asetukset	UVO beállítások	UVO ayarları	N/A(KO/NA/CH Only)												Setelan UVO	N/A(KO/NA/CH Only)	N/A(KO/US/CA/CH/IN Only)
MMI-0057	가득	Fill Up	<N/A>	<N/A>	<N/A>	<N/A>	N_/_A	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>												N_/_A	<N/A>	<N/A>
MMI-0058	간단히	Simple Alert	Notificaciones sencillas	Alerte simple	Notificações resumidas	简单提示	シンプル	Simple alert	Simple alert	Einfache Benachrichtigung	Avertissement simple	Avviso semplice	Alerta sencilla	Aviso simples		Eenvoudige waarschuwing	Enkel meddelelse	Enkel avisering	Enkel varsling	Zwykły komunikat	Stručné upozornění	Jednoduchá notifikácia	Простое оповещение						Yksinkertaiset tiedot	Egyszerű üzenet	Basit bilgilendirme	تنبيه مختصر												Peringatan Sederhana	هشدار ساده	התראה פשוטה
MMI-0059	거절	Reject	Rechazar	Rejeter	Rejeitar	拒接	拒否	Reject	Reject	Ablehnen	Rejeter	Rifiuta	Rechazar	Rejeitar		Negeren	Afvis	Avvisa	Avvis	Odrzuć	Odmítnout	Odmietnuť	Отклонить						Hylkää	Elutasítás	Reddet	أرفض												Tolak	رد کردن	דחה
MMI-0060	거절 시 메시지 전송	Auto-Reply to Calls	Respuesta automática a llamadas	Réponse automatique aux appels	Resposta automática às chamadas	自动答复来电	応答拒否時、メッセージを送信	Auto-reply to calls	Auto-reply to calls	Automatische Antwort auf Anrufe	Message de réponse automatique aux appels	Risposta automatica alle chiamate	Respuesta automática a llamadas	Resposta automática a chamadas		Automatisch beantwoorden	Automatisk besvarelse af opkald	Svara på samtal automatiskt	Svar på anrop automatisk	Automatyczne odpowiadanie na połączenia	Na hovory reagovat automatickou odpovědí	Automatická odpoveď na hovory	Автоматический ответ на вызовы						Vastaa automaattisesti puheluihin	Automatikus válasz a hívásokra	Aramaları otomatik yanıtlama	إخفاء المكالمات الواردة ورفضها												N/A	N/A (KO Only)	חיוג חוזר אוטומטי לשיחות
MMI-0061	건너뛰기	Skip	Saltar	Sauter	Omitir	跳过	スキップ	Skip	Skip	Überspringen	Passer au suivant.	Salta	Saltar	Passar à frente		Skip	Spring over	Skippa	Hopp over	Pomiń	Přeskočit	Preskočiť	Пропустить						N/A(NA Only)	Átugrás	Atla	تخطي												N/A(NA Only)	N/A(NA Only)	דלג
MMI-0062	검색	Search	Buscar	Rechercher	Pesquisar	搜索	検索	Search	Search	Suche	Rechercher	Ricerca	Buscar	Pesquisar		Zoeken	Søg	Sök	Søk	Wyszukiwanie	Hledat	Hľadať	Поиск						Hae	Keresés	Ara	بحث												N/A	جستجو	חפש
MMI-0063	검색/경로	Navigation Menu	Menú Navegación	Menu navigation	Menu navegação	导航	検索/ルート	Navigation menu	Navigation	Navigation	Navigation	Navigazione	Navegación	Navegação		Navigatie	Navigation	Navigation	Navigasjon	Nawigacja	Navigace	Navigácia	Навигация						Navigointi	Navigáció	Navigasyon	الملاحة												Menu Navigasi	ناوبری	ניווט
MMI-0064	결로발생 저감	Auto Dehumidify	Deshumidificación automática	Déshumidification automatique	Desumidificação automática	自动除湿	結露防止	Auto dehumidify	Auto dehumidify	Automatische Außenluftzufuhr	Déshumidification automatique	Deumidificatore automatico	Deshumidificación automática	Desumidificação automática		Automatisch ontvochtigen	Automatisk affugtning	Automatisk avfuktning	Auto avfukting	Automatyczne osuszanie powietrza	Automaticky odvlhčit	Automatické odstránenie vlhkosti	Автоматическое осушение						Automaattinen kosteudenpoisto	Automatikus páratartalom-csökkentés	Otomatik Nem Giderme	الإزالة التلقائية للرطوبة												Otomatis Turunkan Kelembaban	رطوبت‌زدایی خودکار	ייבוש אוטומטי
MMI-0065	결제하기	Pay	<N/A>	<N/A>	<N/A>	<N/A>	N/A	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>												N/A	<N/A>	<N/A>
MMI-0066	경고	Alerts	Alertas	Alerte	Alertas	警报	警告	Alerts	Alert	Warnungen	Alerte	Avvisi	Alertas	Alertas		Waarschuwingen	Advarsler	Varningar	Varsler	Alarmy	Upozornění	Upozornenia	Оповещения						Hälytykset	Riasztások	Uyarılar	تنبيه												N_/_A	هشدار	התראות
MMI-0067	경고 시점	Warning Timing	Prontitud de alertas	Minutage de l'avertissement	Tempo do alerta	警告计时	警告のタイミング	Warning timing	Warning timing	Warnzeitpunkt	Délai d'avertissement	Tempo di avviso	Sincronización de aviso	Temporiz. do aviso		Waarschuwing timing	Timing af advarsel	Tidsvarning	Advarselstiming	Synchronizacja ostrzeżenia	Načasování upozornění	Načasovanie výstrahy	Длительность предупреждений						Varoituksen ajankohta	Figyelmeztetés ideje	Uyarı zamanlaması	توقيت التحذير												Waktu Peringatan	زمان هشدار	תזמון אזהרה
MMI-0068	경고 음량	Warning Volume	Volumen de alertas	Volume de l'avertissement	Volume do alerta	警告音量	警告音量	Warning volume	Warning volume	Warnlautstärke	Volume signal sonore	Volume avviso	Volumen de aviso	Volume do aviso		Waarschuwing volume	Advarselslydstyrke	Varningsvolym	Advarselsvolum	Poziom głośności ostrzeżenia	Hlasitost varování	Hlasitosť výstrahy	Громкость предупреждений						Varoituksen äänenvoimakkuus	Figyelmeztetés hangereje	Uyarı ses seviyesi	مستوى صوت التحذير												Volume Peringatan	میزان صدای هشدار	עוצמת אזהרה
MMI-0069	경고음 + 음성 안내	Use Voice Prompts with Beeps	Utilizar la guía de voz con sonidos	Utiliser le guidage vocal avec bips	Utilizar la guía de voz con sonidos	<N/A>	警告音+音声で案内	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>												N/A	<N/A>	<N/A>
MMI-0070	경고음 안내	Use Beeps Only	Solo usar pitidos	Utiliser uniquement des bips	Usar apenas bipes	<N/A>	警告音で案内	<N/A>	Use beeps only	<N/A>	Émettre des bips uniquement	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	استخدم صفارات التنبيه فقط												N/A	فقط صدای بیپ	<N/A>
MMI-0071	경로 안내선	Route Guide Line	Línea de guía de ruta	Ligne de guidage de l’itinéraire	Linha/guia de rotas	<N/A>	ルート案内ライン	<N/A>	Route guide line	<N/A>	Ligne guidage itinéraire	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	الخط الدليلي للمسار												N/A	خط راهنمای مسیر	<N/A>
MMI-0072	경로 정보	Route Info.	Inf. de ruta	Info. d'itinéraire	Inf. da rota	路径信息	N/A	Route info	Route info	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)		N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)						N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)												N/A	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)
MMI-0073	경로 취소	Cancel Route	Cancelar ruta	Annuler le trajet	Cancelar rota	取消路径	経路を取消し	Cancel route	Cancel route	Route abbrechen	Annuler itinéraire	Annulla percorso	Cancele la ruta	Cancelar percurso		Route annuleren	Annuller rute	Avbryt Rutt	Avbryt rute	Anuluj trasę	Zrušit trasu	Zrušiť trasu	Отмена маршрута						Peruuta reitti	Útvonal megszakítása	Rotayı İptal Et	إلغاء المسار												Batalkan rute	لغو مسیر	N/A (KO/NA/CH/BR Only)
MMI-0074	경로 탐색	Route	Ruta	Itinéraire	Rota	<N/A>	ルート探索	<N/A>	Route	<N/A>	Itinéraire	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	المسار												N/A	مسیر	<N/A>
MMI-0075	경로 편집	Edit Route	Editar ruta	Modifier trajet	Editar rota	路径编辑	経路編集	Edit route	Plan tour	N/A(KO/NA/CH/AU/BR Only)	Définir un parcours	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)		N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)						N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	تخطيط الرحلة												N/A	برنامه تور	N/A(KO/NA/CH/AU/BR Only)
MMI-0076	주변 교통정보 표시	Display Traffic	Mostrar el tráfico	Afficher la circulation	Mostrar trânsito	<N/A>	周辺の交通情報を表示	Display Traffic	Display Traffic	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>												N/A	<N/A>	<N/A>
MMI-0077	경로선 교통정보 표시	Show Traffic Colors on Route	Color del tráfico en la ruta	Couleur de la circulation sur l’itinéraire	Mostrar cores/tráfego na rota	<N/A>	ルート上の交通情報を表示	Show Traffic Colors on Route	Show Traffic Colors on Route	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>												N/A	<N/A>	<N/A>
MMI-0078	경유지 추가	Add Waypoint	Agregar punto de ruta	Ajouter point cheminement	Adicionar ponto/refer.	<N/A>	経由地を追加	Add tourpoint	Add tourpoint	<N/A>	Ajouter une étape	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	إضافة محطة إلى الرحلة												N/A	افزودن نقطه تور	<N/A>
MMI-0079	계기판	Cluster	Tablero instrumentos	Tableau de bord	Painel de instrumentos	仪表盘	メーター	Cluster	Cluster	Kombiinstrum.	Tableau de bord	Quadro	Salpicadero	Instrumentos		Cluster	Instrumentpanel	Instrumentpan.	Panel	Zestaw wskaźników	Palubní deska	Prístroj. panel	Прибор. панель						Yhdistelmämitt.	Műszerfal	Gösterge paneli	لوحة العدادات												Cluster	صفحه نشانگرها	לוח המחוונים
MMI-0080	계기판 음성 안내 음량	Cluster Voice Guidance Volume	Volumen guía de voz del tablero	Volume guidage vocale du tableau de bord	Volume da orientação de voz	语音提示音量	メーター音声案内音量	Cluster voice guidance volume	Cluster voice guidance volume	Sprachsteuerung Lautstärke	Volume guidage vocal	Volume guida vocale	Volumen guía de voz	Volume de guia de voz		Volume hulpstem	Volume stemmegenkeldelse	Volym för röstvägledningen	Volum veiledning	Głośność komunikatów głosowych	Hlasitost pokynů	Hlasitosť hlasového navádzania	Громкость голосовых подсказок						Puheohjauksen äänenvoimakkuus	Hangvezérlés hangereje	Sesli kontrol ses seviyesi	مستوى صوت الإرشاد الصوتي												N/A	میزان صدای راهنمای صوتی صفحه نشانگرها	עוצמת ההכוונה הקולית בלוח המחוונים
MMI-0081	계기판 조명 밝기 연동	Link to Cluster Illumination Control	Usar control de iluminación del tablero	Utiliser la commande de luminosité du tableau de bord	Vincular com o controle de iluminação do painel de instrumentos	仪表盘亮度联动	メーター照明の明るさと連動	Link to cluster illumination control	Link to cluster illumination control	Mit Armaturenbrettbeleuchtung verknüpfen	Lier à la commande d'éclairage du tableau de bord	Unisci all'illuminazione del cruscotto	Usar botón de salpicadero	Associar à iluminação do painel de instrumentos		Link naar clusterverlichting	Link til belysning på instrumentpanelet	Länka till instrumentpanelens belysning	Koble til dashbord belysning	Połącz z podświetleniem deski rozdzielczej	Propojení s osvětlením přístrojové desky	Prepojiť s osvetlením prístrojovej dosky	Подключение к освещению панели инструментов						Yhdistä mittariston valaistukseen	Kapcsolódás a műszerfal világításához	Gösterge paneli aydınlatması ile bağla	رابط بوحدة التحكم بإضاءة الشاشة												N/A	اتصال با کنترل روشنایی مرکزی	השתמש בבורר לוח המחוונים
MMI-0082	고객 지원	고객 지원	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>												N/A	<N/A>	<N/A>
MMI-0083	고급 음향 효과	Advanced	Avanzado	Avancée	Avançado	高级音响效果	高級音響効果	Advanced	Advanced	Erweitert	Vol. / Vitesse	Avanzate	Avanzado	Avançado		Geavanceerd	Avanceret	Avancerat	Avansert	Zaawansow.	Rozšíření	Rozšírené	Расши-ренные						Lisäasetukset	Speciális	Genişletilmiş	متقدم												Lanjutan	پیشرفته	מתקדם
MMI-0084	고속도로	Camera Alert Distance (Highway)	Distancia de alerta de cámara (autopistas)	Distance d’alerte de caméra (autoroute)	Distância/alerta de câmera (autoestradas)	<N/A>	高速道路	<N/A>	Alert distance (motorway)	<N/A>	Distance de l'alerte (autoroute)	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	مسافة التنبيه (الطرق السريعة)												N/A	دوربین هشدار فاصله [بزرگراه]	<N/A>
MMI-0085	고속도로 곡선구간 자동감속	Highway Auto Curve Slowdown	Deceleración aut. zonas con curvas en autopista	Ralentissement auto en zone de courbe sur l'autoroute	Área de desaceleração automática de velocidade na curva	高速公路弯道区域自动减速	高速道路のカーブ区間自動減速	Motorway auto curve slowdown	Motorway auto curve slowdown	Automatisches Abbremsen in Kurven Schnellstraßen	Ralentissement auto dans les courbes sur autoroute	Decelerazione automatica nei tratti autostradali in curva	Reducción de velocidad en curvas automático en autopista	Abrandamento automático em curvas em autoestrada		Automatische vertraging in bocht op snelweg	Automatisk bremsning ved sving på motorvej	Automatisk kurvreducering på motorväg	Automatisk fartsreduksjon pga. sving på motorvei	Automatyczne zwalnianie z powodu skrętu autostrady	Automatické zpomalení v zatáčce	Automatické spomalenie v zákrutách na diaľnici	Автоматическое замедление на поворотных участках автомагистралей						Automaattinen hidastus kaarteessa moottoritiellä	Automatikus lassítás autópályán kanyar esetén	Otoyol otomatik viraj yavaşlaması	خفض السرعة تلقائيًا عند الوصول إلى منعطف على الطريق السريع												Highway Auto Curve Slowdown	کاهش خودکار سرعت در پیچ بزرگراه	האטת עיקול אוטומטית בכביש מהיר
MMI-0086	고속도로 안전구간 자동감속	Highway Auto Speed Zone Slowdown	Deceleración aut. zonas de control de velocidad	Ralentissement auto en zone de vitesse limitée sur l'autoroute	Área de desaceleração automática de velocidade na rodovia	高速公路速度区域自动减速	高速道路の安全区間自動減速	Motorway auto speed limit slowdown	Speed zone slowdown (motorway)	Tempolimit-Anpassung (Autobahn)	Ralentissement auto pour limite de vitesse sur autoroute	Dec. a limiti vel. autostr.	Reducción al límite de velocidad automático en autopista	Ajuste aut. vel. autoes.		Automatische vertraging bij snelheidslimiet op snelweg	Autom. brems. på motorv.	Hastighetsanpassning på motorvägar	Automatisk fartsreduksjon pga. fartsgrense på motorvei	Automatyczne zwalnianie z powodu ograniczenia prędkości na autostradzie	Aut. zpom. rychl. limit	Automatické spomalenie pri rýchlostnom obmedzení na diaľnici	Автоматическое замедление на участках автомагистралей с ограничением скорости						Nopeusalueen hidastus (moottoritie)	Automatikus lassítás autópályán sebességkorlátozás esetén	Otoyol ot. hız sınırı yavaşl.	خفض السرعة تلقائيًا في مناطق السرعة المحدودة												Highway Auto Speed Zone Slowdown	کاهش سرعت در منطقه محدودیت سرعت (بزرگراه)	האטה באזור מהירות גבוהה (כביש מהיר)
MMI-0087	고속도로 주행 보조	Highway Driving Assist	Asistencia de conducción en autopista	Assistance de conduite sur autoroute	Assistência de condução na rodovia	公路驾驶辅助	高速道路走行アシスト	Highway Driving Assist	HDA (Motorway Driving Assist)	HDA (Autobahn Fahrassistent)	HDA (assistant d'autoroute)	HDA (assistenza guida in autostrada)	(HDA) Asistencia en carretera	HDA (Assistência de condução em autoestrada)		HDA (Snelwegassistentie)	HDA (motorvejskørselsassistent)	HDA (Motorvägsassistans)	HDA (motorveiassistent)	ADA (asystent jazdy po autostradzie)	HDA (asistent pro jízdu po dálnici)	HDA (Asistent jazdy na diaľnici)	HDA (Ассистент движения по автомагистрали)						HDA (Moottoritieajoavustin)	HDA (Autópályás vezetéssegítő)	HDA (Otoyol Sürüş Asistanı)	المساعدة في القيادة على الطريق السريع												Highway Driving Assist	HDA(دستیار راننده در بزرگراه)	מסייע נהיגה בכביש מהיר(MDA)
MMI-0088	고속도로 주행속도 자동 조절	Highway Auto Speed Change	Cambio de velocidad automático en carreteras	Changement de vitesse automatique sur l’autoroute	Mudança automática de velocidade em rodovia	公路自动变速	高速道路走行速度の自動調整	Highway Auto Speed Change	Highway Auto Speed Change	Automatische Geschwindigkeitsänderung auf der Autobahn	Modification automatique de la vitesse sur les autoroutes	Modifica della velocità automatica in autostrada	Cambio de velocidad automático en autopista	Alteração automática de velocidade na autoestrada		Wijziging automatische snelheid op snelweg	Automatisk hastighedsændring for motorvej	Automatisk hastighetsändring på motorväg	Automatisk hastighetsendring på motorvei	Automatyczna zmiana prędkości na autostradzie	Automatická změna rychlosti na dálnici	Automatická zmena rýchlosti na diaľnici	Автоматическое изменение скорости на автомагистрали						Automaattinen nopeuden muutos maantiellä	Automatikus sebesség-változtatás autópályán	Otoyol Otomatik Hız Değişimi	تغيير السرعة تلقائيًا على الطريق السريع												Highway Auto Speed Change	تغییر خودکار سرعت در بزرگراه	שינוי מהירות אוטומטי בכביש מהיר
