ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	Chinese (Traditional, Taiwan)	Indonesian	Persian	Hebrew
MMI-0073	정렬	Sort by	Ordenar por	Trier par	Ordenar por	排序依据	並べ替え	Sort by	Sort by	Sortieren nach	Trier par	Ordina per	Ordenar por	Ordenar por	Sort by	Sorteren op	Sorter efter	Sortera efter	Sorter etter	Sortuj według	Seřadit podle	Triediť podľa	Сортиров. по	Сортування за	Razvrsti po	Sort by	Sort by	Ταξιν. κατά	Ταξιν. κατά	Rendezés	Göre sırala	الترتيب حسب	इसके अनुसार क्रमबद्ध करें	Sort by	Sort by	Sort by	Sort by	Sort by	Sort by	Sort by	Sort by	Sort by	Sort by	Urutkan berdasarkan	ترتیب بر اساس	מיין לפי
MMI-0074	방송국	Station Name																																												
MMI-0075	주파수순	Frequency	Frecuencia	Fréquence	Frequência	按频率排序	周波数順	Frequency	Frequency	Frequenz	Fréquence	Frequenza	Frecuencia	Frequência	Frecvența	Frequentie	Frekvens	Frekvens	Frekvens	Częstotliw.	Frekvence	Frekvencia	Частота	Частота	Frekvenca	Frekvencija	Честота	Συχνότητα	Συχνότητα	Frekvencia	Frekans	التردد	आवृत्ति	Frequency	Frequency	Frequency	Frequency	Frequency	Frequency	Frequency	Frequency	Frequency	Frequency	Frekuensi	فرکانس	תדירות
MMI-0076	FM 수동 주파수 검색	Tune FM Manually	Sintonizar FM manualmente	Tune FM Manually	Tune FM Manually	Tune FM Manually	Tune FM Manually	Manual tune FM	Manual tune FM																																					
MMI-0077	즐겨찾기 편집	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites	Edit Favorites
MMI-0078	라디오 음질	Radio Noise	Ruido de radio	Réduction du bruit radio	Ruido de rádio	收音机噪声	Radio Noise	Radio noise control	Radio noise control																																					
MMI-0079	원음 강조	Original Sound	Sonido original	Son d'origine	Som original	原声	元々の音	Original sound	Original sound	Originalklang	Son original	Suono originale	Sonido original	Som original	Original Sound	Oorspronkelijk geluid	Originallyd	Originaltroget ljud	Original lyd	Dźwięk wyjściowy	Bez filtrování šumu	Pôvodný zvuk	Натуральный звук	Натуральний звук	Originalni zvok	Original Sound	Original Sound	Αρχικός ήχος	Αρχικός ήχος	Eredeti hangzás	Orijinal ses	الصوت الأصلي	मूल ध्वनि	Original Sound	Original Sound	Original Sound	Original Sound	Original Sound	Original Sound	Original Sound	Original Sound	Original Sound	Original Sound	Suara Asli	صدای اصلی	צליל מקורי
MMI-0080	원음/노이즈 균형	Minimum Noise Reduction	Reducción mínima de ruido	Réduction de bruit minimale	Redução mínima de ruído	最小降噪	最低限の騒音低減	Mild noise reduction	Mild noise reduction																																					
MMI-0081	노이즈 최소화	Maximum Noise Reduction	Reducción máxima de ruido	Réduction maximale	Redução máx. de ruído	最大降噪	最高騒音低減	Strong noise reduction	Strong noise reduction																																					
MMI-0082	사운드 설정	Sound Settings	Ajustes de sonido	Réglages du son	Configurações de som	声音设置	サウンド設定	Sound settings	Sound settings	Audioeinstellungen	Paramètres audio	Impostazioni audio	Ajustes de sonido	Definições de som	Sound Settings	Audio-instellingen	Indstillinger lyd	Ljudinställningar	Lydinnstillinger	Ustawienia dźwięku	Nastavení audiosystému	Audio nastavenia	Настройки звука	Налаштування звуку	Nastavitve zvoka	Sound Settings	Sound Settings	Ρυθμίσεις ήχου	Ρυθμίσεις ήχου	Hangbeállítások	Ses ayarları	إعدادات الصوت	ध्वनि सेटिंग्स	Sound Settings	Sound Settings	Sound Settings	Sound Settings	Sound Settings	Sound Settings	Sound Settings	Sound Settings	Sound Settings	Sound Settings	Setelan Suara	تنظیمات صدا	הגדרות צליל
MMI-0083	블루투스 오디오	Bluetooth Audio	Audio Bluetooth	Audio Bluetooth	Áudio Bluetooth	蓝牙音频	Bluetoothオーディオ	Bluetooth Audio	Bluetooth Audio	Bluetooth Audio	Bluetooth Audio	Audio Bluetooth	Audio Bluetooth	Áudio por Bluetooth	Bluetooth Audio	Bluetooth-audio	Bluetooth-lyd	Bluetooth-ljud	Bluetooth-lyd	Audio Bluetooth	Bluetooth Audio	Zvuk Bluetooth	Bluetooth Аудио	Bluetooth Аудіо	Zvok Bluetooth	Bluetooth Audio	Bluetooth аудио	Bluetooth Audio	Bluetooth Audio	Bluetooth Audio	Bluetooth ses	صوت البلوتوث	ब्लूटूथ ऑडियो	ব্লুটুথ অডিও	ब्ल्यूटूथ ऑडिओ	బ్లూటూత్‌ ఆడియో	ப்ளூடூத் ஆடியோ	બ્લૂટૂથ ઓડિયો	ಬ್ಲೂಟೂತ್ ಆಡಿಯೋ	ବ୍ଲୁଟୁଥ୍ ଅଡିଓ	ബ്ലൂടൂത്ത് ഓഡിയോ	ਬਲੂਟੁੱਥ ਆਡੀਓ	藍牙音訊	Audio Bluetooth	Bluetooth Audio	שמע Bluetooth
MMI-0084	USB 음악	USB Music	Música USB	Musique USB	Música USB	USB音乐	USB音楽	USB Music	USB Music	USB Musik	Musique USB	Musica USB	Música USB	Música USB	Muzică USB	USB-muziek	USB-musik	USB-musik	USB musikk	Muzyka USB	USB hudba	Hudba z USB	Музыка с USB	Музика з USB	Glasba USB	USB glazba	Музика от USB	Μουσική USB	Μουσική USB	USB zene	USB müzik	موسيقى الـUSB	USB संगीत	USB মিউজিক	USB संगीत	USB సంగీతం	USB இசை	USB મ્યુઝિક	USB ಮ್ಯೂಸಿಕ್	USB ମ୍ୟୁଜିକ୍	USB സംഗീതം	USB ਸੰਗੀਤ	USB音樂	Musik USB	USB Music	מוזיקה USB
MMI-0085	곡	Songs	Canciones	Chanson	Músicas	歌曲	曲	Songs	Songs	Titel	Titres	Brani	Canciones	Músicas	Melodii	Nummers	Sange	Låtar	Sanger	Utwory	Skladby	Skladby	Треки	Пісні	Skladbe	Naslovi	Песни	Τίτλοι	Τίτλοι	Dalok	Parçalar	الأغاني	गाना	Songs	Songs	Songs	Songs	Songs	Songs	Songs	Songs	Songs	Songs	Lagu	آهنگ‌ها	רצועות
MMI-0086	하위 폴더 포함 재생	Repeat All in Folder	Repetir toda la carpeta	Répétez tout le dossier	Repetir a pasta toda	循环播放子文件夹内容	フォルダー内の全曲再生	Repeat folder, include subfolders	Repeat folder, include subfolders																																					
MMI-0087	자연의 소리	Sounds of Nature	Sonidos de la naturaleza	Sons de la nature	Sons da natureza	自然之声	自然の音	Sounds of nature	Sounds of nature	Naturklänge	Sons naturels	Suoni della natura	Sonidos de naturaleza	Sons da natureza	Natură	Natuurgeluiden	Naturlyde	Naturljud	Lyder fra naturen	Dźwięki natury	Hlas přírody	Zvuky prírody	Звуки природы	Звуки природи	Zvoki narave	Zvuci prirode	Звуци от природата	Φυσικοί ήχοι	Φυσικοί ήχοι	Természet hangjai	Doğa sesleri	أصوات الطبيعة	प्रकृति की आवाज़	প্রকৃতির শব্দ	निसर्गातले ध्वनी	ప్రకృతి శబ్దాలు	சவுண்ட்ஸ் ஆஃப் நேச்சர்	પ્રકૃતિનો ધ્વનિ	ನಿಸರ್ಗದ ಧ್ವನಿ	ପ୍ରକୃତିର ଶବ୍ଦ	പ്രകൃതിയുടെ ശബ്ദങ്ങൾ	ਕੁਦਰਤ ਦੀਆਂ ਧੁਨੀਆਂ	自然之聲	Suara Alam	Sounds of Nature	קולות הטבע
MMI-0088	뮤직 스트리밍	Music Streaming	Streaming de música	Diffusion de musique	Music Streaming	音乐流媒体	音楽ストリーミング（配信）	Music streaming	Music streaming	Musik-Streaming	Musique en continu	Streaming musica	Streaming de música	Transmissão de música	Music Streaming	Muziek streamen	Musik-streaming	Streaming av musik	Musikkstrømming	Streaming muzyki	Streamování hudby	Streamovanie hudby	Потоковая музыка	Потокова музика	Pretakanje glasbe	Music Streaming	Music Streaming	Ροή μουσικής	Ροή μουσικής	Zenei streaming	Müzik akışı	بث الموسيقى	म्युझिक स्ट्रीमिंग	Music Streaming	Music Streaming	Music Streaming	Music Streaming	Music Streaming	Music Streaming	Music Streaming	Music Streaming	Music Streaming		Streaming Musik	پخش مستقیم موسیقی	הזרמת מוזיקה
MMI-0089	채널 검색	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels	Search Channels
MMI-0090	채널 목록 편집	Edit Channel List																																												
MMI-0091	재난 정보	Emergency Information																																												
MMI-0092	지역	Regional							Region	Region	Région	Regione	Región	Região	Regiune	Regionaal	Region	Region	Region	Region	Region	Región	Регион.	Регіон	Regija	Regija	Регион	Περιοχή	Περιοχή	Régió	Bölge	المنطقة	क्षेत्रीय	Region	Region	Region	Region	Region	Region	Region	Region	Region	Region	Regional	منطقه‌ای	אזורית
MMI-0093	화면 설정	Display Settings	Ajustes de pantalla	Réglages Écran	Configurações de exibição	画面设置	表示設定	Display settings	Display settings	Bildschirmeinstellungen	Paramètres d'affichage	Impostazioni display	Ajustes de pantalla	Definições de ecrã	Setările afișajului	Scherminstellingen	Skærmindstillinger	Displayinställningar	Skjerminnstillinger	Ustawienia ekranu	Nastavení displeje	Nastavenia displeja	Настройки дисплея	Налаштування дисплея	Nastavitve zaslona	Postavke zaslona	Настройки на дисплея	Ρυθμίσεις οθόνης	Ρυθμίσεις οθόνης	Képernyőbeállítások	Ekran ayarları	إعدادات الشاشة	डिस्‍प्‍ले सेटिंग्स	Display Settings	Display Settings	Display Settings	Display Settings	Display Settings	Display Settings	Display Settings	Display Settings	Display Settings	Display Settings	Setelan Layar	تنظیمات نمایشگر	הגדרות התצוגה
MMI-0094	목록	List	Lista	Liste	Lista	列表	リスト	List	List	Liste	Liste	Elenco	Lista	Lista	Listă	Lijst	Liste	Lista	Liste	Lista	Seznam	Zoznam	Список	Список	Seznam	Popis	Списък	Λίστα	Λίστα	Lista	Liste	القائمة	सूची	List	List	List	List	List	List	List	List	List	List	Daftar	لیست	רשימה
MMI-0095	오디오 변경	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio	Change Audio
MMI-0096	검색	Search	Buscar	Rech.	Buscar	搜索	統合検索	Search	Search	Suche	Rech.	Cerca	Buscar	Procurar	Căutare	Zoeken	Søg	Sök	Søk	Szukaj	Hledat	Hľadať	Поиск	Пошук	Išči	Pretraživanje	Търсене	Αναζήτηση	Αναζήτηση	Keresés	Ara	بحث	खोजें	Search	Search	Search	Search	Search	Search	Search	Search	Search	搜尋	Cari	جستجو	חפש
MMI-0097	수신	Accept	Aceptar	Accepter	Aceitar	接听	承諾	Accept	Accept	Annehmen	Accepter	Accetta	Aceptar	Aceitar	Accept	Aannemen	Accepter	Svara	Svar	Odbierz	Přijmout	Prijať	Принять	Прийняти	Sprejmi	Accept	Accept	Αποδοχή	Αποδοχή	Fogadás	Kabul et	تلقّي	स्वीकार करें	Accept	Accept	Accept	Accept	Accept	Accept	Accept	Accept	Accept	Accept	Terima	پذیرفتن	קבל
MMI-0098	거절	Reject	Rechazar	Rejeter	Rejeitar	拒接	拒否	Reject	Reject		Rejeter																					رفض														
MMI-0099	메시지	Message	Mensaje	Message	Mensagem	短信	メッセージ	Message	Messages	Nachrichten	Messages	Messaggi	Mensajes	Mensagens	Messages	Berichten	Beskeder	Meddelande	Meldinger	Wiadomości	Zprávy	Správy	Сообщения	Повід-ння	Sporočila	Messages	Messages	Μηνύματα	Μηνύματα	Üzenetek	Mesajlar	الرسائل	संदेशों	Messages	Messages	Messages	Messages	Messages	Messages	Messages	Messages	Messages	Messages	Pesan	پیام‌ها	הודעות
MMI-0100	자동 회신 메시지	Predefined Messages	Mensajes predefinidos	Messages prédéfinis	Mensagens pré-definidas	预定义消息	定義済みのメッセージ	Predefined messages	Predefined messages	Vordefinierte Nachrichten	Messages prédéfinis	Messaggi predefiniti	Mensajes predefinidos	Mensagens predefinidas	Predefined Messages	Voorgedefinieerde berichten	Foruddefinerede beskeder	Fördefinierade meddelanden	Forhåndsdefinerte meldinger	Szablony wiadomości	Předdefinované zprávy	Šablóny správ	Шаблоны сообщений	Шаблони повідомлень	Vnaprej določena sporočila	Predefined Messages	Predefined Messages	Προκαθορισμένα μηνύματα	Προκαθορισμένα μηνύματα	Előre beállított üzenetek	Ön tanımlı mesajlar	الرسائل المحددة مسبقًا	पूर्वनिर्धारित संदेश	Predefined Messages	Predefined Messages	Predefined Messages	Predefined Messages	Predefined Messages	Predefined Messages	Predefined Messages	Predefined Messages	Predefined Messages	Predefined Messages	Pesan Instan	پیام‌های از قبل تعریف شده	הודעות מוגדרות מראש
MMI-0101	보류	Hold	En espera	En attente	Em espera	保持	保留	Hold	Hold	Halten	En attente	In attesa	En espera	Em espera	Hold	In de wacht	Hold	Parkera	Sett på vent	Wstrzymaj	Přidržet	Podržať	Удержание	Утримання	Zadrži	Hold	Hold	Αναμονή	Αναμονή	Tartás	Beklet	تعليق	होल्ड करें	Hold	Hold	Hold	Hold	Hold	Hold	Hold	Hold	Hold	Hold	Tahan	نگهداشتن	ממתינה
MMI-0102	대기통화전환	Switch	Cambiar	Changer	Alterar	通话切换	切り替え	Toggle																																						
MMI-0103	보기	View	Ver	Vue	Ver	查看	View	View	View	Anzeigen	Afficher	Visualizza	Ver	Ver	Vizualizaţi	Bekijken	Vis	Visa	Vis	Pokaż	Zobrazit	Zobraziť	Показать	Переглянути	Prikaži	Prikaz	Преглед	Προβολή	Προβολή	Megjelenítés	Görüntüle	عرض	View	View	View	View	View	View	View	View	View	View	View	Lihat	مشاهده	הצג
MMI-0104	듣기	Listen	Escuchar	Écouter	Escutar	收听	聞く	Listen	Listen	Vorlesen	Lire	Ascolta	Escuchar	Ler em voz alta	Listen	Voorlezen	Lyt	Lyssna	Les høyt	Odczytaj	Přečíst	Vypočuť si	Прочитать	Прослухати	Predvajaj	Listen	Listen	Ανάγνωση	Ανάγνωση	Felolvasás	Oku	الإستماع	सुनें	Listen	Listen	Listen	Listen	Listen	Listen	Listen	Listen	Listen	Listen	Dengarkan	گوش دادن	האזן
