ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	PER	HEB	Ins	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi
MMI-0050	USB에서 등록 위치/최근 목적지 가져오기	Import Address Book/Previous Destinations from USB	Importar libreta de direcciones/destinos previos del USB	Importer le carnet d'adresses/les destinations précédentes de la clé USB	Importar catálogo de endereços/destinos anteriores a partir do USB	从 USB 中导入标注点	USBからメモリ地点、最近の目的地をインポート	Import address book/previous destinations from USB	Import address book/previous destinations from USB	Adressbuch von USB importieren	Importer le carnet d'adresses/les destinations précédentes depuis le périphérique USB	Importa rubrica da USB	Importar agenda del USB	Importar livro de endereços de USB		Adresboek importeren via USB	Importer adressebog fra USB	Importera adressbok från USB	Importer adressebok fra USB	Importuj książkę adresową z USB	Importovat adresář ze zařízení USB	Importovať adresár z USB	Импорт адресной книги с USB						Tuo osoitekirja USB:stä	Címlista importálása az USB-ről	Adres defterini USB'den aktar	استيراد دفتر العناوين/ الوجهات السابقة من جهاز الـUSB	<N/A>	ייבוא פנקס הכתובות מה- USB	<N/A>	<N/A>									
MMI-0051	UVO	UVO	UVO	UVO	UVO	UVO	N/A	UVO	UVO	UVO	UVO	UVO	UVO	UVO		UVO	UVO	UVO	UVO	UVO	UVO	UVO	UVO						UVO	UVO	UVO	UVO	UVO	N/A(KO/US/CA/CH/IN Only)	UVO	UVO									
MMI-0052	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control		UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control		UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control						UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control	UVO Smart Control									
MMI-0053	UVO 개통	Activate UVO	Activar UVO	Activer UVO	N/A(NA Only)	N/A(NA Only)		N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)		N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)						N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)	N/A(NA Only)									
MMI-0054	UVO 계정 연동	Link UVO Account	Asociar cuenta de UVO	Associer compte UVO	Vincular conta UVO	连接 UVO 帐户	UVOアカウント連動	Connect UVO account	Connect UVO account	<N/A>	Associer compte UVO	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	اتصال حساب UVO	<N/A>	<N/A>	Tautkan Akun UVO	<N/A>									
MMI-0055	UVO 고객 센터	UVO Call Center	Centro de llamadas UVO	Centre d'appels UVO	Centro de chamadas UVO	UVO 中心	N/A	UVO Centre	UVO Centre	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)		N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)						N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	Putuskan	UVO केंद्र									
MMI-0056	UVO 설정	UVO Settings	Ajustes de UVO	Réglages UVO	N/A(KO/NA/CH Only)	UVO 设置	UVO設定	UVO settings	UVO settings	UVO Einstellungen	Paramètres UVO	Impostazioni UVO	Ajustes UVO	Definições de UVO		UVO-instellingen	UVO-indstillinger	UVO inställningar	UVO-innstillinger	Ustawienia UVO	Nastavení UVO	Nastavenia UVO	Настройки UVO						UVO-asetukset	UVO beállítások	UVO ayarları	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/US/CA/CH/IN Only)	Setelan UVO	UVO सेटिंग्स									
MMI-0057	가득	Fill Up	<N/A>	<N/A>	<N/A>	<N/A>	N_/_A	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>									
MMI-0058	간단히	Simple Alert	Notificaciones sencillas	Alerte simple	Notificações resumidas	简单提示	シンプル	Simple alert	Simple alert	Einfache Benachrichtigung	Avertissement simple	Avviso semplice	Alerta sencilla	Aviso simples		Eenvoudige waarschuwing	Enkel meddelelse	Enkel avisering	Enkel varsling	Zwykły komunikat	Stručné upozornění	Jednoduchá notifikácia	Простое оповещение						Yksinkertaiset tiedot	Egyszerű üzenet	Basit bilgilendirme	تنبيه مختصر	هشدار ساده	התראה פשוטה	Peringatan Simpel	सामान्य अलर्ट									
MMI-0059	거절	Reject	Rechazar	Rejeter	Rejeitar	拒接	拒否	Reject	Reject	Ablehnen	Rejeter	Rifiuta	Rechazar	Rejeitar		Negeren	Afvis	Avvisa	Avvis	Odrzuć	Odmítnout	Odmietnuť	Отклонить						Hylkää	Elutasítás	Reddet	أرفض	رد کردن	דחה	Tolak	अस्वीकार करें									
MMI-0060	거절 시 메시지 전송	Auto-Reply to Calls	Respuesta automática a llamadas	Réponse automatique aux appels	Resposta automática às chamadas	自动答复来电	応答拒否時、メッセージを送信	Auto-reply to calls	Auto-reply to calls	Automatische Antwort auf Anrufe	Message de réponse automatique aux appels	Risposta automatica alle chiamate	Respuesta automática a llamadas	Resposta automática a chamadas		Automatisch beantwoorden	Automatisk besvarelse af opkald	Svara på samtal automatiskt	Svar på anrop automatisk	Automatyczne odpowiadanie na połączenia	Na hovory reagovat automatickou odpovědí	Automatická odpoveď na hovory	Автоматический ответ на вызовы						Vastaa automaattisesti puheluihin	Automatikus válasz a hívásokra	Aramaları otomatik yanıtlama	إخفاء المكالمات الواردة ورفضها	N/A (KO Only)	חיוג חוזר אוטומטי לשיחות	<N/A>	N/A (KO Only)									
MMI-0061	건너뛰기	Skip	Saltar	Sauter	Omitir	跳过	スキップ	Skip	Skip	Überspringen	Passer au suivant.	Salta	Saltar	Passar à frente		Skip	Spring over	Skippa	Hopp over	Pomiń	Přeskočit	Preskočiť	Пропустить						N/A(NA Only)	Átugrás	Atla	تخطي	N/A(NA Only)	דלג	N/A(NA Only)	छोड़ें									
MMI-0062	검색	Search	Buscar	Rechercher	Pesquisar	搜索	N/A	Search	Search	Suche	Rechercher	Ricerca	Buscar	Pesquisar		Zoeken	Søg	Sök	Søk	Wyszukiwanie	Hledat	Hľadať	Поиск						Hae	Keresés	Ara	بحث	جستجو	חפש	Deutsch	खोजें									
MMI-0063	검색/경로	Navigation Menu	Menú Navegación	Menu navigation	Menu navegação	导航	検索/ルート	Navigation menu	Navigation	Navigation	Navigation	Navigazione	Navegación	Navegação		Navigatie	Navigation	Navigation	Navigasjon	Nawigacja	Navigace	Navigácia	Навигация						Navigointi	Navigáció	Navigasyon	الملاحة	ناوبری	ניווט	Menu Navigasi	नेविगेशन									
MMI-0064	결로발생 저감	Auto Dehumidify	Deshumidificación automática	Déshumidification automatique	Desumidificação automática	自动除湿	結露防止	Auto dehumidify	Auto dehumidify	Automatische Außenluftzufuhr	Déshumidification automatique	Deumidificatore automatico	Deshumidificación automática	Desumidificação automática		Automatisch ontvochtigen	Automatisk affugtning	Automatisk avfuktning	Auto avfukting	Automatyczne osuszanie powietrza	Automaticky odvlhčit	Automatické odstránenie vlhkosti	Автоматическое осушение						Automaattinen kosteudenpoisto	Automatikus páratartalom-csökkentés	Otomatik Nem Giderme	الإزالة التلقائية للرطوبة	رطوبت‌زدایی خودکار	ייבוש אוטומטי	Auto Dehumidify	ऑटो डीह्यूमिडीफ़ाई									
MMI-0065	결제하기	Pay	<N/A>	<N/A>	<N/A>	<N/A>	N/A	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>									
MMI-0066	경고	Alerts	Alerta	Alerte	Alertas	警报	N/A (NA Only)	Alerts	Alert	Warnungen	Alerte	Avvisi	Alertas	Alertas		Waarschuwingen	Advarsler	Varningar	Varsler	Alarmy	Upozornění	Upozornenia	Оповещения						Hälytykset	Riasztások	Uyarılar	تنبيه	هشدار	התראות	Peringatan	चेतावनियां									
MMI-0067	경고 시점	Warning Timing	Prontitud de alertas	Minutage de l'avertissement	Tempo do alerta	警告计时	警告タイミング	Warning timing	Warning timing	Warnzeitpunkt	Délai d'avertissement	Tempo di avviso	Sincronización de aviso	Temporiz. do aviso		Waarschuwing timing	Timing af advarsel	Tidsvarning	Advarselstiming	Synchronizacja ostrzeżenia	Načasování upozornění	Načasovanie výstrahy	Длительность предупреждений						Varoituksen ajankohta	Figyelmeztetés ideje	Uyarı zamanlaması	توقيت التحذير	زمان هشدار	תזמון אזהרה	Waktu Peringatan	चेतावनी समय									
MMI-0068	경고 음량	Warning Volume	Volumen de alertas	Volume de l'avertissement	Volume do alerta	警告音量	警告音量	Warning volume	Warning volume	Warnlautstärke	Volume signal sonore	Volume avviso	Volumen de aviso	Volume do aviso		Waarschuwing volume	Advarselslydstyrke	Varningsvolym	Advarselsvolum	Poziom głośności ostrzeżenia	Hlasitost varování	Hlasitosť výstrahy	Громкость предупреждений						Varoituksen äänenvoimakkuus	Figyelmeztetés hangereje	Uyarı ses seviyesi	مستوى صوت التحذير	میزان صدای هشدار	עוצמת אזהרה	Volume Peringatan	चेतावनी वॉल्यूम									
MMI-0069	경고음 + 음성 안내	Use Voice Prompts with Beeps	Utilizar la guía de voz con sonidos	Utiliser le guidage vocal avec bips	Utilizar la guía de voz con sonidos	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>									
MMI-0070	경고음 안내	Use Beeps Only	Solo usar pitidos	Utiliser uniquement des bips	Usar apenas bipes	<N/A>		<N/A>	Use beeps only	<N/A>	Émettre des bips uniquement	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	استخدم صفارات التنبيه فقط	فقط صدای بیپ	<N/A>	<N/A>	<N/A>									
MMI-0071	경로 안내선	Route Guide Line	Línea de guía de ruta	Ligne de guidage de l’itinéraire	Linha/guia de rotas	<N/A>		<N/A>	Route guide line	<N/A>	Ligne guidage itinéraire	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	الخط الدليلي للمسار	خط راهنمای مسیر	<N/A>	<N/A>	<N/A>									
MMI-0072	경로 정보	Route Info.	Inf. de ruta	Info. d'itinéraire	Inf. da rota	路径信息	N/A	Route info	Route info	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)		N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)						N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	N/A (KO/NA/CH/BR Only)	<N/A>	रूट की जानकारी									
MMI-0073	경로 취소	Cancel Route	Cancelar ruta	Annuler trajet	Cancelar rota	取消路径	ルートをキャンセル	Cancel route	Cancel route	Route abbrechen	Annuler itinéraire	Annulla percorso	Cancele la ruta	Cancelar percurso		Route annuleren	Annuller rute	Avbryt Rutt	Avbryt rute	Anuluj trasę	Zrušit trasu	Zrušiť trasu	Отмена маршрута						Peruuta reitti	Útvonal megszakítása	Rotayı İptal Et	إلغاء المسار	لغو مسیر	N/A (KO/NA/CH/BR Only)	<N/A>	रूट रद्द करें									
MMI-0074	경로 탐색	Route	Ruta	Itinéraire	Rota	<N/A>		<N/A>	Route	<N/A>	Itinéraire	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	المسار	مسیر	<N/A>	<N/A>	<N/A>									
MMI-0075	경로 편집	Edit Route	Editar ruta	Modifier trajet	Editar rota	路径编辑	N/A	Edit route	Plan tour	N/A(KO/NA/CH/AU/BR Only)	Définir un parcours	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)		N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)						N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	تخطيط الرحلة	برنامه تور	N/A(KO/NA/CH/AU/BR Only)	<N/A>	रूट संपादित करें									
MMI-0076	주변 교통정보 표시	Display Traffic	Mostrar el tráfico	Afficher la circulation	Mostrar trânsito	<N/A>		Display Traffic	Display Traffic	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>									
MMI-0077	경로선 교통정보 표시	Show Traffic Colors on Route	Color del tráfico en la ruta	Couleur de la circulation sur l’itinéraire	Mostrar cores/tráfego na rota	<N/A>		Show Traffic Colors on Route	Show Traffic Colors on Route	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>									
MMI-0078	경유지 추가	Add Waypoint	Agregar punto de ruta	Ajouter point cheminement	Adicionar ponto/refer.	<N/A>		Add tourpoint	Add tourpoint	<N/A>	Ajouter une étape	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	إضافة محطة إلى الرحلة	افزودن نقطه تور	<N/A>	<N/A>	<N/A>									
MMI-0079	계기판	Cluster	Tablero instrumentos	Tableau de bord	Painel de instrumentos	仪表盘	メーター	Cluster	Cluster	Kombiinstrum.	Tableau de bord	Quadro	Salpicadero	Instrumentos		Cluster	Instrumentpanel	Instrumentpan.	Panel	Zestaw wskaźników	Palubní deska	Prístroj. panel	Прибор. панель						Yhdistelmämitt.	Műszerfal	Gösterge paneli	لوحة العدادات	صفحه نشانگرها	לוח המחוונים	Cluster	क्लस्टर									
MMI-0080	계기판 음성 안내 음량	Cluster Voice Guidance Volume	Volumen guía de voz del tablero	Volume guidage vocale du tableau de bord	Volume da orientação de voz	语音提示音量	メーター音声案内音量	Cluster voice guidance volume	Cluster voice guidance volume	Sprachsteuerung Lautstärke	Volume guidage vocal	Volume guida vocale	Volumen guía de voz	Volume de guia de voz		Volume hulpstem	Volume stemmegenkeldelse	Volym för röstvägledningen	Volum veiledning	Głośność komunikatów głosowych	Hlasitost pokynů	Hlasitosť hlasového navádzania	Громкость голосовых подсказок						Puheohjauksen äänenvoimakkuus	Hangvezérlés hangereje	Sesli kontrol ses seviyesi	مستوى صوت الإرشاد الصوتي	میزان صدای راهنمای صوتی صفحه نشانگرها	עוצמת ההכוונה הקולית בלוח המחוונים	Volume Panduan Suara Cluster	क्लस्टर आवाज़ मार्गदर्शन वॉल्यूम									
MMI-0081	계기판 조명 밝기 연동	Link to Cluster Illumination Control	Usar control de iluminación del tablero	Utiliser la commande de luminosité du tableau de bord	Vincular com o controle de iluminação do painel de instrumentos	仪表盘亮度联动	メーター照明の明るさと連動	Link to cluster illumination control	Link to cluster illumination control	Mit Armaturenbrettbeleuchtung verknüpfen	Lier à la commande d'éclairage du tableau de bord	Unisci all'illuminazione del cruscotto	Usar botón de salpicadero	Associar à iluminação do painel de instrumentos		Link naar clusterverlichting	Link til belysning på instrumentpanelet	Länka till instrumentpanelens belysning	Koble til dashbord belysning	Połącz z podświetleniem deski rozdzielczej	Propojení s osvětlením přístrojové desky	Prepojiť s osvetlením prístrojovej dosky	Подключение к освещению панели инструментов						Yhdistä mittariston valaistukseen	Kapcsolódás a műszerfal világításához	Gösterge paneli aydınlatması ile bağla	رابط بوحدة التحكم بإضاءة الشاشة	اتصال با کنترل روشنایی مرکزی	השתמש בבורר לוח המחוונים	Tautkan ke Kontrol Penerangan Cluster	क्लस्टर चमक नियंत्रण से लिंक करें									
MMI-0082	고객 지원	고객 지원	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>									
MMI-0083	고급 음향 효과	Advanced	Avanzado	Avancée	Avançado	高级音响效果	高級音響効果	Advanced	Advanced	Erweitert	Vol. / Vitesse	Avanzate	Avanzado	Avançado		Geavanceerd	Avanceret	Avancerat	Avansert	Zaawansow.	Rozšíření	Rozšírené	Расши-ренные						Lisäasetukset	Speciális	Genişletilmiş	متقدم	پیشرفته	מתקדם	Lanjutan	उन्नत									
MMI-0084	고속도로	Camera Alert Distance (Highway)	Distancia de alerta de cámara (autopistas)	Distance d’alerte de caméra (autoroute)	Distância/alerta de câmera (autoestradas)	<N/A>		<N/A>	Camera alert distance [Highway]	<N/A>	Distance d'alerte radar [Autoroute]	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	مسافة تنبيه الكاميرا [الطريق السريع]	دوربین هشدار فاصله [بزرگراه]	<N/A>	<N/A>	<N/A>									
MMI-0085	고속도로 곡선구간 자동감속	Highway Auto Curve Slowdown	Deceleración aut. zonas con curvas en autopista	Ralentissement auto en zone de courbe sur l'autoroute	Área de desaceleração automática de velocidade na curva	高速公路弯道区域自动减速	高速道路のカーブ区間自動減速	Motorway auto curve slowdown	Motorway auto curve slowdown	Automatisches Abbremsen in Kurven Schnellstraßen	Ralentissement auto dans les courbes sur autoroute	Decelerazione automatica nei tratti autostradali in curva	Reducción de velocidad en curvas automático en autopista	Abrandamento automático em curvas em autoestrada		Automatische vertraging in bocht op snelweg	Automatisk bremsning ved sving på motorvej	Automatisk kurvreducering på motorväg	Automatisk fartsreduksjon pga. sving på motorvei	Automatyczne zwalnianie z powodu skrętu autostrady	Automatické zpomalení v zatáčce	Automatické spomalenie v zákrutách na diaľnici	Автоматическое замедление на поворотных участках автомагистралей						Automaattinen hidastus kaarteessa moottoritiellä	Automatikus lassítás autópályán kanyar esetén	Otoyol otomatik viraj yavaşlaması	خفض السرعة تلقائيًا عند الوصول إلى منعطف على الطريق السريع	کاهش خودکار سرعت در پیچ بزرگراه	האטת עיקול אוטומטית בכביש מהיר	Highway Auto Curve Slowdown	मोटरवे ऑटो कर्व स्लोडाउन									
MMI-0086	고속도로 안전구간 자동감속	Highway Auto Speed Zone Slowdown	Deceleración aut. zonas de control de velocidad	Ralentissement auto en zone de vitesse limitée sur l'autoroute	Área de desaceleração automática de velocidade na rodovia	高速公路速度区域自动减速	高速道路の安全区間自動減速	Motorway auto speed limit slowdown	Speed zone slowdown (motorway)	Tempolimit-Anpassung (Autobahn)	Ralentissement auto pour limite de vitesse sur autoroute	Dec. a limiti vel. autostr.	Reducción al límite de velocidad automático en autopista	Ajuste aut. vel. autoes.		Automatische vertraging bij snelheidslimiet op snelweg	Autom. brems. på motorv.	Hastighetsanpassning på motorvägar	Automatisk fartsreduksjon pga. fartsgrense på motorvei	Automatyczne zwalnianie z powodu ograniczenia prędkości na autostradzie	Aut. zpom. rychl. limit	Automatické spomalenie pri rýchlostnom obmedzení na diaľnici	Автоматическое замедление на участках автомагистралей с ограничением скорости						Nopeusalueen hidastus (moottoritie)	Automatikus lassítás autópályán sebességkorlátozás esetén	Otoyol ot. hız sınırı yavaşl.	خفض السرعة تلقائيًا في مناطق السرعة المحدودة	کاهش سرعت در منطقه محدودیت سرعت (بزرگراه)	האטה באזור מהירות גבוהה (כביש מהיר)	Highway Auto Speed Zone Slowdown	स्पीड ज़ोन स्लोडाउन (मोटरवे)									
